alpha,attack_type,strategy,accuracy,seed
0.1,low_mag_backdoor,trimmed_mean,0.8312999999999999,44
0.1,low_mag_backdoor,krum,0.5412000000000001,44
0.1,sign_flipping,median,0.4201,44
0.1,sign_flipping,trimmed_mean,0.4383,44
0.1,sign_flipping,krum,0.1939,44
0.1,gaussian_noise,median,0.6332000000000001,44
0.1,gaussian_noise,trimmed_mean,0.8091000000000002,44
0.1,gaussian_noise,krum,0.1943,44
0.1,label_flipping,median,0.5276,44
0.1,label_flipping,trimmed_mean,0.5911,44
0.1,label_flipping,krum,0.1937,44
0.05,fltrust_aligned,median,0.6773,44
0.05,fltrust_aligned,trimmed_mean,0.8480999999999999,44
0.05,fltrust_aligned,krum,0.8964000000000001,44
0.05,trim_attack,median,0.3719,44
0.05,trim_attack,trimmed_mean,0.4159,44
0.05,trim_attack,krum,0.3102,44
0.05,krum_collusion,median,0.4544,44
0.05,krum_collusion,trimmed_mean,0.4716999999999999,44
0.05,krum_collusion,krum,0.3098999999999999,44
0.05,low_mag_backdoor,median,0.6133,44
0.05,low_mag_backdoor,trimmed_mean,0.7651000000000001,44
0.05,low_mag_backdoor,krum,0.3281,44
0.05,sign_flipping,median,0.4585000000000001,44
0.05,sign_flipping,trimmed_mean,0.508,44
0.05,sign_flipping,krum,0.098,44
0.05,gaussian_noise,median,0.5667000000000001,44
0.05,gaussian_noise,trimmed_mean,0.7321,44
0.05,gaussian_noise,krum,0.3097999999999999,44
0.05,label_flipping,median,0.563,44
0.05,label_flipping,trimmed_mean,0.595,44
0.05,label_flipping,krum,0.0177,44
0.5,fltrust_aligned,fltrust,0.8991000000000001,42
0.5,trim_attack,fltrust,0.8939999999999999,42
0.5,krum_collusion,fltrust,0.8934000000000001,42
0.5,low_mag_backdoor,fltrust,0.9005000000000001,42
0.5,sign_flipping,fltrust,0.8937000000000002,42
0.5,gaussian_noise,fltrust,0.8943,42
0.5,label_flipping,fltrust,0.8944000000000001,42
0.1,fltrust_aligned,fltrust,0.8949,42
0.1,trim_attack,fltrust,0.8564999999999999,42
0.1,krum_collusion,fltrust,0.8401,42
0.1,low_mag_backdoor,fltrust,0.8783,42
0.1,sign_flipping,fltrust,0.8573000000000001,42
0.1,gaussian_noise,fltrust,0.8397,42
0.1,label_flipping,fltrust,0.8386999999999999,42
0.05,fltrust_aligned,fltrust,0.8953,42
0.05,trim_attack,fltrust,0.8177,42
0.05,krum_collusion,fltrust,0.8256,42
0.05,low_mag_backdoor,fltrust,0.8709,42
0.05,sign_flipping,fltrust,0.8355999999999998,42
0.05,gaussian_noise,fltrust,0.8141,42
0.05,label_flipping,fltrust,0.8295999999999999,42
0.5,fltrust_aligned,fltrust,0.8994,43
0.5,trim_attack,fltrust,0.8942000000000002,43
0.5,krum_collusion,fltrust,0.8945000000000001,43
0.5,low_mag_backdoor,fltrust,0.9004000000000001,43
0.5,sign_flipping,fltrust,0.8942,43
0.5,gaussian_noise,fltrust,0.8941000000000001,43
0.5,label_flipping,fltrust,0.8940999999999999,43
0.1,fltrust_aligned,fltrust,0.8956999999999999,43
0.1,trim_attack,fltrust,0.8582000000000001,43
0.1,krum_collusion,fltrust,0.8573999999999999,43
0.1,low_mag_backdoor,fltrust,0.8811,43
0.1,sign_flipping,fltrust,0.8416,43
0.1,gaussian_noise,fltrust,0.8423,43
0.1,label_flipping,fltrust,0.8413999999999998,43
0.05,fltrust_aligned,fltrust,0.8947,43
0.05,trim_attack,fltrust,0.8293999999999999,43
0.05,krum_collusion,fltrust,0.8328999999999999,43
0.05,low_mag_backdoor,fltrust,0.8718,43
0.05,sign_flipping,fltrust,0.8170999999999999,43
0.05,gaussian_noise,fltrust,0.8451000000000001,43
0.05,label_flipping,fltrust,0.8327,43
0.5,fltrust_aligned,fltrust,0.8995000000000001,44
0.5,trim_attack,fltrust,0.8943000000000001,44
0.5,krum_collusion,fltrust,0.8944000000000001,44
0.5,low_mag_backdoor,fltrust,0.9004999999999999,44
0.5,sign_flipping,fltrust,0.8946,44
0.5,gaussian_noise,fltrust,0.8939999999999999,44
0.5,label_flipping,fltrust,0.8938,44
0.1,fltrust_aligned,fltrust,0.8944000000000001,44
0.1,trim_attack,fltrust,0.8573999999999999,44
0.1,krum_collusion,fltrust,0.8482000000000001,44
0.1,low_mag_backdoor,fltrust,0.8814,44
0.1,sign_flipping,fltrust,0.8603999999999999,44
0.1,gaussian_noise,fltrust,0.8558999999999999,44
0.1,label_flipping,fltrust,0.8421000000000001,44
0.05,fltrust_aligned,fltrust,0.8943,44
0.05,trim_attack,fltrust,0.8054,44
0.05,krum_collusion,fltrust,0.8069000000000001,44
0.05,low_mag_backdoor,fltrust,0.8729000000000001,44
0.05,sign_flipping,fltrust,0.8149000000000001,44
0.05,gaussian_noise,fltrust,0.8083000000000002,44
0.05,label_flipping,fltrust,0.8352999999999999,44
0.5,fltrust_aligned,fltrust,0.8995000000000001,45
0.5,trim_attack,fltrust,0.8938,45
0.5,krum_collusion,fltrust,0.8941999999999999,45
0.5,low_mag_backdoor,fltrust,0.9006000000000001,45
0.5,sign_flipping,fltrust,0.8940000000000001,45
0.5,gaussian_noise,fltrust,0.8941000000000001,45
0.5,label_flipping,fltrust,0.8942,45
0.1,fltrust_aligned,fltrust,0.8949,45
0.1,trim_attack,fltrust,0.8417999999999999,45
0.1,krum_collusion,fltrust,0.8556000000000001,45
0.1,low_mag_backdoor,fltrust,0.8798,45
0.1,sign_flipping,fltrust,0.8388,45
0.1,gaussian_noise,fltrust,0.8573999999999999,45
0.1,label_flipping,fltrust,0.8592000000000001,45
0.05,fltrust_aligned,fltrust,0.8947,45
0.05,trim_attack,fltrust,0.7971,45
0.05,krum_collusion,fltrust,0.8253999999999999,45
0.05,low_mag_backdoor,fltrust,0.8712,45
0.05,sign_flipping,fltrust,0.8436,45
0.05,gaussian_noise,fltrust,0.8329999999999999,45
0.05,label_flipping,fltrust,0.8175999999999999,45
0.5,fltrust_aligned,fltrust,0.8998000000000002,46
0.5,trim_attack,fltrust,0.8938,46
0.5,krum_collusion,fltrust,0.8942,46
0.5,low_mag_backdoor,fltrust,0.9006000000000001,46
0.5,sign_flipping,fltrust,0.8936999999999999,46
0.5,gaussian_noise,fltrust,0.8940000000000001,46
0.5,label_flipping,fltrust,0.8938,46
0.1,fltrust_aligned,fltrust,0.8961,46
0.1,trim_attack,fltrust,0.8564999999999999,46
0.1,krum_collusion,fltrust,0.8556000000000001,46
0.1,low_mag_backdoor,fltrust,0.8798,46
0.1,sign_flipping,fltrust,0.8515,46
0.1,gaussian_noise,fltrust,0.8421999999999998,46
0.1,label_flipping,fltrust,0.8419000000000001,46
0.05,fltrust_aligned,fltrust,0.8952,46
0.05,trim_attack,fltrust,0.8295,46
0.05,krum_collusion,fltrust,0.8240999999999999,46
0.05,low_mag_backdoor,fltrust,0.8714999999999999,46
0.05,sign_flipping,fltrust,0.8435,46
0.05,gaussian_noise,fltrust,0.8192999999999999,46
0.05,label_flipping,fltrust,0.8148,46
0.5,fltrust_aligned,fltrust,0.8998999999999999,47
0.5,trim_attack,fltrust,0.8933,47
0.5,krum_collusion,fltrust,0.8942,47
0.5,low_mag_backdoor,fltrust,0.9004,47
0.5,sign_flipping,fltrust,0.8941000000000001,47
0.5,gaussian_noise,fltrust,0.8945000000000001,47
0.5,label_flipping,fltrust,0.8943000000000001,47
0.1,fltrust_aligned,fltrust,0.8959999999999999,47
0.1,trim_attack,fltrust,0.8421,47
0.1,krum_collusion,fltrust,0.8418999999999999,47
0.1,low_mag_backdoor,fltrust,0.8815999999999999,47
0.1,sign_flipping,fltrust,0.8404,47
0.1,gaussian_noise,fltrust,0.8451000000000001,47
0.1,label_flipping,fltrust,0.8557,47
0.05,fltrust_aligned,fltrust,0.8950000000000002,47
0.05,trim_attack,fltrust,0.8262,47
0.05,krum_collusion,fltrust,0.8154999999999999,47
0.05,low_mag_backdoor,fltrust,0.8666,47
0.05,sign_flipping,fltrust,0.8416,47
0.05,gaussian_noise,fltrust,0.8215999999999999,47
0.05,label_flipping,fltrust,0.8291000000000001,47
0.5,fltrust_aligned,fltrust,0.9003000000000002,48
0.5,trim_attack,fltrust,0.8937999999999999,48
0.5,krum_collusion,fltrust,0.8939999999999999,48
0.5,low_mag_backdoor,fltrust,0.9004999999999999,48
0.5,sign_flipping,fltrust,0.8939000000000001,48
0.5,gaussian_noise,fltrust,0.8942,48
0.5,label_flipping,fltrust,0.8942,48
0.1,fltrust_aligned,fltrust,0.8952,48
0.1,trim_attack,fltrust,0.8407,48
0.1,krum_collusion,fltrust,0.8394,48
0.1,low_mag_backdoor,fltrust,0.8783999999999998,48
0.1,sign_flipping,fltrust,0.8431999999999998,48
0.1,gaussian_noise,fltrust,0.8558,48
0.1,label_flipping,fltrust,0.8398000000000001,48
0.05,fltrust_aligned,fltrust,0.8944000000000001,48
0.05,trim_attack,fltrust,0.8230000000000001,48
0.05,krum_collusion,fltrust,0.8206,48
0.05,low_mag_backdoor,fltrust,0.8751000000000001,48
0.05,sign_flipping,fltrust,0.8173999999999999,48
0.05,gaussian_noise,fltrust,0.8207000000000001,48
0.05,label_flipping,fltrust,0.8221999999999999,48
0.5,fltrust_aligned,fltrust,0.8996000000000001,49
0.5,trim_attack,fltrust,0.8943,49
0.5,krum_collusion,fltrust,0.8940999999999999,49
0.5,low_mag_backdoor,fltrust,0.9005000000000001,49
0.5,sign_flipping,fltrust,0.8939,49
0.5,gaussian_noise,fltrust,0.8941000000000001,49
0.5,label_flipping,fltrust,0.8942,49
0.1,fltrust_aligned,fltrust,0.8963000000000001,49
0.1,trim_attack,fltrust,0.8398999999999999,49
0.1,krum_collusion,fltrust,0.8563000000000001,49
0.1,low_mag_backdoor,fltrust,0.8825999999999998,49
0.1,sign_flipping,fltrust,0.8568,49
0.1,gaussian_noise,fltrust,0.8555999999999999,49
0.1,label_flipping,fltrust,0.8437999999999999,49
0.05,fltrust_aligned,fltrust,0.8947000000000003,49
0.05,trim_attack,fltrust,0.8337,49
0.05,krum_collusion,fltrust,0.8223,49
0.05,low_mag_backdoor,fltrust,0.8746,49
0.05,sign_flipping,fltrust,0.837,49
0.05,gaussian_noise,fltrust,0.8320000000000001,49
0.05,label_flipping,fltrust,0.8329000000000001,49
0.5,fltrust_aligned,fltrust,0.8998000000000002,50
0.5,trim_attack,fltrust,0.8940999999999999,50
0.5,krum_collusion,fltrust,0.8939999999999999,50
0.5,low_mag_backdoor,fltrust,0.9003,50
0.5,sign_flipping,fltrust,0.8941999999999999,50
0.5,gaussian_noise,fltrust,0.8942,50
0.5,label_flipping,fltrust,0.8941000000000001,50
0.1,fltrust_aligned,fltrust,0.8959999999999999,50
0.1,trim_attack,fltrust,0.8564,50
0.1,krum_collusion,fltrust,0.8548,50
0.1,low_mag_backdoor,fltrust,0.8782,50
0.1,sign_flipping,fltrust,0.8392,50
0.1,gaussian_noise,fltrust,0.8549999999999999,50
0.1,label_flipping,fltrust,0.8559000000000001,50
0.05,fltrust_aligned,fltrust,0.8950999999999999,50
0.05,trim_attack,fltrust,0.8332,50
0.05,krum_collusion,fltrust,0.8229999999999998,50
0.05,low_mag_backdoor,fltrust,0.8743000000000001,50
0.05,sign_flipping,fltrust,0.8357999999999999,50
0.05,gaussian_noise,fltrust,0.8046000000000001,50
0.05,label_flipping,fltrust,0.8282999999999999,50
0.5,fltrust_aligned,fltrust,0.8998000000000002,51
0.5,trim_attack,fltrust,0.8938,51
0.5,krum_collusion,fltrust,0.8940000000000001,51
0.5,low_mag_backdoor,fltrust,0.9007,51
0.5,sign_flipping,fltrust,0.8942,51
0.5,gaussian_noise,fltrust,0.8940000000000001,51
0.5,label_flipping,fltrust,0.8940000000000001,51
0.1,fltrust_aligned,fltrust,0.8957,51
0.1,trim_attack,fltrust,0.8581,51
0.1,krum_collusion,fltrust,0.8552,51
0.1,low_mag_backdoor,fltrust,0.882,51
0.1,sign_flipping,fltrust,0.8406,51
0.1,gaussian_noise,fltrust,0.8415999999999999,51
0.1,label_flipping,fltrust,0.8564,51
0.05,fltrust_aligned,fltrust,0.8947,51
0.05,trim_attack,fltrust,0.8317,51
0.05,krum_collusion,fltrust,0.8325999999999999,51
0.05,low_mag_backdoor,fltrust,0.8751000000000001,51
0.05,sign_flipping,fltrust,0.8104999999999999,51
0.05,gaussian_noise,fltrust,0.8099000000000001,51
0.05,label_flipping,fltrust,0.8267,51
